TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires,IMDB ID,IMDB - Note moyenne,IMDB - Nombre de votes,Année de sortie,Genres,Durée (en min.)
THE REVENANT,2019-03-10,France 2,Etats-Unis,3.50184,16.1,Sunday,non,tt1663202,8.0,897509,2015,"Action,Adventure,Drama",156
LE PETIT LOCATAIRE,2019-09-15,France 2,France,3.4818,16.4,Sunday,non,tt5114982,5.8,600,2016,Comedy,100
"TELLE MERE, TELLE FILLE",2019-11-17,France 2,France,3.4818,13.9,Sunday,non,tt5975354,5.1,1565,2017,"Comedy,Drama",94
PIECE MONTEE,2019-04-25,France 3,France,2.9182,12.4,Thursday,oui,tt1399677,5.4,787,2010,"Comedy,Romance",93
LE CRIME EST NOTRE AFFAIRE,2019-06-27,France 3,France,2.84347,14.5,Thursday,non,tt1206478,6.0,1219,2008,"Comedy,Crime,Mystery",109
LA VACHE,2019-10-17,France 3,France,2.84347,12.8,Thursday,non,tt0064356,7.9,8227,1969,Drama,104
LE JOUR LE PLUS LONG,2019-06-03,France 3,Etats-Unis,2.78544,14.7,Monday,non,tt0056197,7.7,60642,1962,"Action,Drama,History",178
JACK REACHER,2019-11-28,France 3,Etats-Unis,2.66938,12.1,Thursday,non,tt0790724,7.0,374803,2012,"Action,Thriller",130
UNE FAMILLE A LOUER,2019-05-02,France 3,France,2.61135,10.8,Thursday,non,tt3811986,5.5,2419,2015,"Comedy,Romance",97
MORT OU VIF,2019-08-12,France 3,Etats-Unis,2.55332,13.7,Monday,oui,tt0114214,6.5,106119,1995,"Action,Drama,Romance",108
POTICHE,2019-05-09,France 3,France,2.55332,11.0,Thursday,non,tt1521848,6.4,11466,2010,Comedy,103
LE MAJORDOME,2019-01-03,France 3,Etats-Unis,2.509652,10.9,Thursday,oui,tt1327773,7.2,120986,2013,"Biography,Drama",132
LE FILS DE JEAN,2019-09-19,France 3,France,2.49529,11.0,Thursday,non,tt4741708,7.3,2000,2016,Drama,98
LE CINQUIEME ELEMENT,2019-04-24,France 4,France,1.400736,5.9,Wednesday,oui,tt0119116,7.6,519572,1997,"Action,Adventure,Sci-Fi",126
AVANT TOI,2019-01-06,France 4,Europe,1.16728,4.7,Sunday,oui,tt2674426,7.4,302210,2016,"Drama,Romance",110
DRAGONS 2,2019-02-20,France 4,Etats-Unis,1.108916,4.6,Wednesday,oui,tt1646971,7.8,375136,2014,"Action,Adventure,Animation",102
LES MINIONS,2019-10-30,France 4,Etats-Unis,1.04454,4.4,Wednesday,oui,tt2293640,6.4,268780,2015,"Adventure,Animation,Comedy",91
INDEPENDENCE DAY,2019-03-31,France 4,Etats-Unis,0.992188,4.5,Sunday,non,tt0116629,7.0,620277,1996,"Action,Adventure,Sci-Fi",145
MINUSCULE : LA VALLEE DES FOURMIS PERDUES,2019-02-19,France 4,France,0.992188,3.8,Tuesday,oui,tt2368672,7.1,9277,2013,"Action,Adventure,Animation",89
PERMIS DE TUER,2019-11-20,France 4,Etats-Unis,0.98651,4.3,Wednesday,non,tt0097742,6.7,114704,1989,"Action,Adventure,Thriller",133
TUER N'EST PAS JOUER,2019-11-13,France 4,Europe,0.98651,4.2,Wednesday,non,tt0093428,6.7,108414,1987,"Action,Adventure,Thriller",130
INDEPENDENCE DAY,2019-10-29,France 4,Etats-Unis,0.92848,4.1,Tuesday,oui,tt0116629,7.0,620277,1996,"Action,Adventure,Sci-Fi",145
RIEN QUE POUR VOS YEUX,2019-11-06,France 4,Europe,0.92848,3.9,Wednesday,non,tt0082398,6.7,110829,1981,"Action,Adventure,Thriller",127
DELIVRANCE,2019-05-13,France 5,Etats-Unis,1.1606,5.0,Monday,non,tt0068473,7.6,122896,1972,"Adventure,Drama,Thriller",109
CHARADE,2019-03-25,France 5,Etats-Unis,1.108916,4.4,Monday,non,tt0056923,7.8,88357,1963,"Comedy,Mystery,Romance",113
LA FEMME D'A COTE,2019-05-20,France 5,France,1.10257,4.4,Monday,non,tt0082370,7.2,9142,1981,"Drama,Romance",106
BUFFET FROID,2019-05-06,France 5,France,1.04454,4.7,Monday,non,tt0078913,7.2,6712,1979,"Comedy,Crime,Thriller",89
LE DOULOS,2019-09-30,France 5,France,1.04454,4.4,Monday,non,tt0054821,7.7,12481,1962,"Crime,Thriller",108
WITNESS,2019-12-09,France 5,Etats-Unis,0.98651,3.7,Monday,non,tt0090329,7.4,107596,1985,"Drama,Romance,Thriller",112
Y A-T-IL UN FRANCAIS DANS LA SALLE ?,2019-08-12,France 5,France,0.92848,4.8,Monday,oui,tt0165550,5.7,276,1982,"Comedy,Crime",106
PAS DE PRINTEMPS POUR MARNIE,2019-09-09,France 5,Etats-Unis,0.92848,4.3,Monday,non,tt0058329,7.1,55500,1964,"Crime,Drama,Mystery",130
MAX ET LES FERRAILLEURS,2019-10-14,France 5,France,0.92848,3.9,Monday,non,tt0067409,7.3,3244,1971,"Crime,Drama,Romance",112
LA FIANCEE DU PIRATE,2019-09-02,France 5,France,0.87045,3.9,Monday,oui,tt0064327,6.9,1072,1969,"Comedy,Drama",107
BIENVENUE CHEZ LES CH'TIS,2019-05-26,TF1,France,6.73148,30.9,Sunday,non,tt1064932,7.1,45885,2008,"Comedy,Romance",106
RAID DINGUE,2019-09-08,TF1,France,6.55739,30.5,Sunday,non,tt5736696,5.6,4646,2016,"Action,Comedy,Crime",105
INTOUCHABLES,2019-10-06,TF1,France,6.55739,29.2,Sunday,non,tt1675434,8.5,959679,2011,"Comedy,Drama",112
ALIBI.COM,2019-06-16,TF1,France,6.20921,28.7,Sunday,non,tt5657028,6.5,10494,2016,"Comedy,Romance",89
SULLY,2019-05-19,TF1,Etats-Unis,6.20921,27.1,Sunday,non,tt3263904,7.4,306459,2016,"Biography,Drama",96
RADIN !,2019-02-03,TF1,France,6.12822,24.3,Sunday,non,tt5253294,5.9,6282,2016,Comedy,89
TARZAN,2019-02-17,TF1,Europe,6.011492,25.3,Sunday,oui,tt0120855,7.3,254952,1999,"Adventure,Animation,Comedy",88
DEMAIN TOUT COMMENCE,2019-05-12,TF1,France,5.97709,26.9,Sunday,non,tt5078204,7.3,29164,2016,"Comedy,Drama",118
LUCY,2019-03-31,TF1,France,5.778036,24.1,Sunday,non,tt2872732,6.4,548632,2014,"Action,Sci-Fi,Thriller",89
LA MOMIE,2019-11-24,TF1,Etats-Unis,5.62891,24.0,Sunday,non,tt0120616,7.1,475157,1999,"Action,Adventure,Fantasy",124
QU'EST-CE QU ON A FAIT AU BON DIEU,2019-02-07,TMC,France,2.9182,13.6,Thursday,non,tt2800240,7.0,46366,2014,Comedy,97
STAR WARS EPISODE 3 : LA REVANCHE DES SITH,2019-12-16,TMC,Etats-Unis,1.79893,9.2,Monday,non,tt0121766,7.6,866485,2005,"Action,Adventure,Fantasy",140
LES VISITEURS,2019-05-16,TMC,France,1.56681,7.0,Thursday,non,tt0108500,7.0,39016,1993,"Comedy,Fantasy",107
AGENTS PRESQUE SECRETS,2019-04-08,TMC,Etats-Unis,1.517464,6.8,Monday,non,tt1489889,6.3,221630,2016,"Action,Comedy,Crime",107
INDEPENDENCE DAY : RESURGENCE,2019-04-01,TMC,Etats-Unis,1.4591,6.4,Monday,non,tt1628841,5.2,192758,2016,"Action,Adventure,Sci-Fi",120
HARRY POTTER ET LES RELIQUES DE LA MORT (2EME PARTIE),2019-05-09,TMC,Europe,1.45075,6.8,Thursday,non,tt1201607,8.1,978676,2011,"Adventure,Family,Fantasy",130
STAR WARS EPISODE 1 : LA MENACE FANTOME,2019-12-02,TMC,Etats-Unis,1.45075,6.5,Monday,non,tt0120915,6.5,879240,1999,"Action,Adventure,Fantasy",136
HARRY POTTER ET L'ORDRE DU PHENIX,2019-04-18,TMC,Europe,1.400736,7.0,Thursday,oui,tt0373889,7.5,654239,2007,"Action,Adventure,Family",138
STAR WARS EPISODE 2 : L'ATTAQUE DES CLONES,2019-12-09,TMC,Etats-Unis,1.39272,6.6,Monday,non,tt0121765,6.6,777729,2002,"Action,Adventure,Fantasy",142
EXPENDABLES 3,2019-05-27,TMC,Etats-Unis,1.39272,6.1,Monday,non,tt2333784,6.1,199651,2014,"Action,Adventure,Comedy",126
ASSASSIN'S CREED,2019-05-23,TFX,Etats-Unis,1.10257,4.9,Thursday,non,tt2094766,5.6,211976,2016,"Action,Adventure,Sci-Fi",115
KUNG FU PANDA 3,2019-02-21,TFX,Etats-Unis,1.050552,4.5,Thursday,oui,tt2267968,7.1,199205,2016,"Action,Adventure,Animation",95
JURASSIC PARK III,2019-10-17,TFX,Etats-Unis,1.04454,4.9,Thursday,non,tt0163025,5.9,348040,2001,"Action,Adventure,Sci-Fi",92
UN INDIEN DANS LA VILLE,2019-10-01,TFX,France,1.04454,4.6,Tuesday,non,tt0111543,5.7,4787,1994,"Adventure,Comedy,Romance",90
LA 5EME VAGUE,2019-04-07,TFX,Etats-Unis,0.992188,4.1,Sunday,non,tt2304933,5.2,119809,2016,"Action,Adventure,Sci-Fi",112
LA MOMIE : LA TOMBE DE L'EMPEREUR DRAGON,2019-01-24,TFX,Etats-Unis,0.933824,4.0,Thursday,non,tt0859163,5.2,173875,2008,"Action,Adventure,Fantasy",112
RETOUR VERS LE FUTUR 3,2019-06-27,TFX,Etats-Unis,0.92848,4.9,Thursday,non,tt0099088,7.4,493426,1990,"Adventure,Comedy,Sci-Fi",118
CHAOS,2019-07-14,TFX,Europe,0.92848,4.9,Sunday,oui,tt0402910,6.4,58792,2005,"Action,Crime,Drama",106
LE PRIX A PAYER,2019-01-03,TFX,France,0.87546,3.6,Thursday,oui,tt0117603,6.9,19107,1996,"Action,Crime,Drama",123
RETOUR VERS LE FUTUR,2019-06-13,TFX,Etats-Unis,0.87045,3.8,Thursday,non,tt0088763,8.5,1351822,1985,"Adventure,Comedy,Sci-Fi",116
L'ARME FATALE 3,2019-03-28,TF1 Séries Films,Etats-Unis,0.992188,4.6,Thursday,non,tt0104714,6.7,182192,1992,"Action,Crime,Thriller",118
L'ARME FATALE,2019-03-14,TF1 Séries Films,Etats-Unis,0.992188,4.3,Thursday,non,tt0093409,7.6,283376,1987,"Action,Crime,Thriller",109
L'ARME FATALE 4,2019-04-04,TF1 Séries Films,Etats-Unis,0.933824,4.2,Thursday,non,tt0122151,6.6,175212,1998,"Action,Crime,Thriller",127
L'ARME FATALE 2,2019-03-21,TF1 Séries Films,Etats-Unis,0.933824,4.2,Thursday,non,tt0097733,7.3,193347,1989,"Action,Crime,Thriller",114
CODE MERCURY,2019-01-17,TF1 Séries Films,Etats-Unis,0.933824,4.1,Thursday,non,tt0120749,6.1,79061,1998,"Action,Crime,Drama",111
2012,2019-05-07,TF1 Séries Films,Etats-Unis,0.87045,4.3,Tuesday,non,tt1190080,5.8,405977,2009,"Action,Adventure,Sci-Fi",158
FURY,2019-06-06,TF1 Séries Films,Etats-Unis,0.87045,4.1,Thursday,non,tt2713180,7.6,566952,2014,"Action,Drama,War",134
LE BOULANGER DE VALORGUE,2019-05-14,TF1 Séries Films,France,0.87045,3.6,Tuesday,non,tt0044441,6.4,297,1953,Comedy,103
2 GUNS,2019-03-07,TF1 Séries Films,Etats-Unis,0.758732,3.5,Thursday,non,tt1272878,6.7,230082,2013,"Action,Comedy,Thriller",109
DEUX HEURES MOINS LE QUART AVANT JESUS-CHRIST,2019-04-28,TF1 Séries Films,France,0.758732,3.3,Sunday,oui,tt0083824,5.8,1811,1982,Comedy,100
LE ROI LION,2019-07-15,M6,Etats-Unis,4.70043,22.4,Monday,oui,tt0110357,8.5,1181129,1994,"Adventure,Animation,Drama",88
LA FAMILLE BELIER,2019-02-28,M6,France,4.435664,19.5,Thursday,non,tt3547740,7.3,30317,2014,"Comedy,Drama,Music",106
ASTERIX ET OBELIX : AU SERVICE DE SA MAJESTE,2019-10-24,M6,France,4.00407,18.4,Thursday,oui,tt1597522,5.3,17095,2012,"Adventure,Comedy,Family",110
INSAISISSABLES,2019-01-07,M6,Etats-Unis,3.443476,14.6,Monday,oui,tt1670345,7.2,726206,2013,"Crime,Mystery,Thriller",115
LA REINE DES NEIGES,2019-12-23,M6,Etats-Unis,3.42377,15.0,Monday,oui,tt2294629,7.4,679476,2013,"Adventure,Animation,Comedy",102
INSAISISSABLES 2,2019-01-14,M6,Etats-Unis,3.268384,14.6,Monday,non,tt3110958,6.4,331408,2016,"Action,Adventure,Comedy",129
PAPA OU MAMAN 2,2019-07-01,M6,France,3.24968,15.4,Monday,non,tt5833730,6.1,1781,2016,"Comedy,Drama,Romance",90
LE LIVRE DE LA JUNGLE,2019-04-21,M6,Etats-Unis,3.093292,14.1,Sunday,oui,tt3040964,7.3,296779,2016,"Action,Adventure,Animation",106
BELLE ET SEBASTIEN : L'AVENTURE CONTINUE,2019-01-01,M6,France,2.976564,13.1,Tuesday,oui,tt4083850,6.6,1751,2015,"Adventure,Family",97
UN HOMME A LA HAUTEUR,2019-01-31,M6,France,2.9182,12.5,Thursday,non,tt4699388,6.3,9467,2016,"Comedy,Romance",98
DIE HARD 4 : RETOUR EN ENFER,2019-10-07,W9,Etats-Unis,1.62484,7.1,Monday,non,tt0337978,7.1,426225,2007,"Action,Thriller",128
L'AGE DE GLACE 2,2019-02-18,W9,Etats-Unis,1.342372,5.4,Monday,oui,tt0438097,6.8,303809,2006,"Adventure,Animation,Comedy",91
EVASION,2019-04-01,W9,Etats-Unis,1.284008,5.2,Monday,non,tt1211956,6.7,262504,2013,"Action,Thriller",115
58 MINUTES POUR VIVRE,2019-03-18,W9,Etats-Unis,1.225644,4.9,Monday,non,tt0099423,7.1,392585,1990,"Action,Thriller",124
UNE JOURNEE EN ENFER,2019-03-25,W9,Etats-Unis,1.16728,4.9,Monday,non,tt0112864,7.6,416392,1995,"Action,Adventure,Thriller",128
L'AGE DE GLACE III,2019-02-25,W9,Etats-Unis,1.16728,4.8,Monday,oui,tt1080016,6.9,271759,2009,"Adventure,Animation,Comedy",94
ASTERIX CHEZ LES BRETONS,2019-07-09,W9,France,1.1606,5.7,Tuesday,oui,tt1597522,5.3,17095,2012,"Adventure,Comedy,Family",110
PREMONITIONS,2019-06-03,W9,Etats-Unis,1.1606,5.2,Monday,non,tt0477071,5.9,82747,2007,"Drama,Fantasy,Mystery",96
DEEPWATER,2019-09-16,W9,Etats-Unis,1.1606,5.1,Monday,non,tt1860357,7.1,188010,2016,"Action,Drama,History",107
BLOOD FATHER,2019-05-20,W9,France,1.1606,4.8,Monday,non,tt3647498,6.4,68517,2016,"Action,Crime,Drama",88
LA BELLE ET LE CLOCHARD,2019-04-16,6ter,Etats-Unis,1.16728,4.6,Tuesday,oui,tt0048280,7.3,152865,1955,"Adventure,Animation,Comedy",76
BAMBI,2019-04-23,6ter,Etats-Unis,0.87546,3.5,Tuesday,oui,tt0034492,7.3,157818,1942,"Adventure,Animation,Drama",69
BENJAMIN GATES ET LE TRESOR DES TEMPLIERS,2019-09-01,6ter,Etats-Unis,0.87045,4.5,Sunday,oui,tt0368891,6.9,363459,2004,"Action,Adventure,Mystery",131
ARMAGEDDON,2019-04-07,6ter,Etats-Unis,0.817096,3.8,Sunday,non,tt0120591,6.7,460427,1998,"Action,Adventure,Sci-Fi",151
BRAQUAGE A L'ITALIENNE,2019-11-17,6ter,Etats-Unis,0.81242,3.5,Sunday,non,tt0317740,7.0,395376,2003,"Action,Crime,Thriller",111
"TWILIGHT CHAPITRE 4 : REVELATION, 1ERE PARTIE",2019-01-27,6ter,Etats-Unis,0.758732,3.2,Sunday,non,tt1324999,4.9,259784,2011,"Adventure,Drama,Fantasy",117
REBELLE,2019-02-10,6ter,Etats-Unis,0.758732,3.0,Sunday,oui,tt1217209,7.1,455023,2012,"Action,Adventure,Animation",93
LE LIVRE DE LA JUNGLE,2019-04-28,6ter,Etats-Unis,0.700368,3.0,Sunday,oui,tt3040964,7.3,296779,2016,"Action,Adventure,Animation",106
"TWILIGHT CHAPITRE 5 : REVELATION, 2EME PARTIE",2019-02-03,6ter,Etats-Unis,0.700368,2.8,Sunday,non,tt1673434,5.6,268471,2012,"Adventure,Drama,Fantasy",115
TOY STORY 3,2019-06-25,6ter,Etats-Unis,0.69636,3.3,Tuesday,non,tt0435761,8.3,917586,2010,"Adventure,Animation,Comedy",103
GREMLINS,2019-02-05,Gulli,Etats-Unis,0.58364,2.5,Tuesday,non,tt0087363,7.3,258256,1984,"Comedy,Fantasy,Horror",106
LES GOONIES,2019-03-12,Gulli,Etats-Unis,0.58364,2.5,Tuesday,non,tt0089218,7.7,307674,1985,"Adventure,Comedy,Family",114
GREMLINS II,2019-02-12,Gulli,Etats-Unis,0.58364,2.4,Tuesday,oui,tt0099700,6.4,115961,1990,"Comedy,Fantasy,Horror",106
LE COUP DU PARAPLUIE,2019-10-20,Gulli,France,0.5803,2.7,Sunday,oui,tt0080565,6.6,3253,1980,"Adventure,Comedy,Crime",98
LES AVENTURES D'ARSENE LUPIN,2019-05-06,Gulli,France,0.5803,2.6,Monday,non,tt0050152,6.3,712,1957,"Crime,Mystery",104
TURBO,2019-05-07,Gulli,Etats-Unis,0.5803,2.5,Tuesday,non,tt1860353,6.4,115420,2013,"Adventure,Animation,Comedy",96
LE LORAX,2019-04-09,Gulli,Etats-Unis,0.525276,1.9,Tuesday,non,tt1482459,6.4,134547,2012,"Adventure,Animation,Comedy",86
BELLE ET SEBASTIEN,2019-11-07,Gulli,France,0.52227,2.4,Thursday,non,tt3146360,6.9,5718,2013,"Adventure,Drama,Family",104
BEETHOVEN 2,2019-09-17,Gulli,Etats-Unis,0.52227,2.3,Tuesday,non,tt0106375,5.0,30300,1993,"Comedy,Family,Romance",89
CHICKEN RUN,2019-01-03,Gulli,Europe,0.466912,1.9,Thursday,oui,tt0120630,7.1,216721,2000,"Adventure,Animation,Comedy",84
AVENGERS : ENDGAME,2019-12-25,Canal +,Etats-Unis,0.92848,5.1,Wednesday,oui,tt4154796,8.4,1322252,2019,"Action,Adventure,Drama",181
ALL INCLUSIVE,2019-12-20,Canal +,France,0.87045,3.8,Friday,non,tt6433886,5.5,1800,2017,"Comedy,Drama",93
LE RETOUR DU HEROS,2019-01-04,Canal +,France,0.817096,3.3,Friday,oui,tt7064498,6.5,4686,2018,"Comedy,History",90
ASTERIX : LE SECRET DE LA POTION MAGIQUE,2019-10-18,Canal +,France,0.81242,3.4,Friday,non,tt8001346,6.7,11826,2018,"Adventure,Animation,Comedy",87
AVENGERS : INFINITY WAR,2019-04-26,Canal +,Etats-Unis,0.758732,3.5,Friday,oui,tt4154756,8.4,1256345,2018,"Action,Adventure,Sci-Fi",149
RAMPAGE : HORS DE CONTROLE,2019-02-08,Canal +,Etats-Unis,0.758732,3.3,Friday,non,tt2231461,6.1,190876,2018,"Action,Adventure,Sci-Fi",107
LA MULE,2019-10-29,Canal +,Etats-Unis,0.75439,3.1,Tuesday,oui,tt7959026,7.0,157817,2018,"Crime,Drama,Thriller",116
DEADPOOL 2,2019-02-15,Canal +,Etats-Unis,0.700368,3.1,Friday,oui,tt5463162,7.6,696437,2018,"Action,Adventure,Comedy",119
TAXI 5,2019-01-25,Canal +,France,0.700368,2.9,Friday,non,tt7238392,4.6,11219,2018,"Action,Comedy,Crime",102
BLACK PANTHER,2019-01-11,Canal +,Etats-Unis,0.700368,2.8,Friday,non,tt1825683,7.3,859664,2018,"Action,Adventure,Sci-Fi",134
HOMEFRONT,2019-04-22,C8,Etats-Unis,1.575828,7.7,Monday,oui,tt2312718,6.5,133833,2013,"Action,Crime,Thriller",100
BALADE ENTRE LES TOMBES,2019-06-10,C8,Etats-Unis,1.39272,6.5,Monday,non,tt0365907,6.5,128915,2014,"Action,Crime,Drama",114
L'AGENCE TOUS RISQUES,2019-04-01,C8,Etats-Unis,1.284008,5.7,Monday,non,tt0429493,6.7,271696,2010,"Action,Adventure,Crime",117
JOHN WICK,2019-02-04,C8,Etats-Unis,1.225644,5.6,Monday,non,tt2911666,7.4,764653,2014,"Action,Crime,Thriller",101
TERMINATOR : GENISYS,2019-03-11,C8,Etats-Unis,1.16728,5.3,Monday,non,tt1340138,6.3,297659,2015,"Action,Adventure,Sci-Fi",126
RAMBO III,2019-10-14,C8,Etats-Unis,1.1606,5.2,Monday,non,tt0095956,5.8,143339,1988,"Action,Adventure,Thriller",102
"SHOOTER, TIREUR D'ELITE",2019-04-08,C8,Etats-Unis,1.108916,5.4,Monday,non,tt0822854,7.1,363135,2007,"Action,Drama,Thriller",124
STAR TREK : SANS LIMITES,2019-04-29,C8,Etats-Unis,1.10257,5.5,Monday,oui,tt2660888,7.0,262637,2016,"Action,Adventure,Sci-Fi",122
BALADE ENTRE LES TOMBES,2019-01-07,C8,Etats-Unis,1.050552,4.8,Monday,oui,tt0365907,6.5,128915,2014,"Action,Crime,Drama",114
NON-STOP,2019-04-15,C8,Europe,1.050552,4.7,Monday,oui,tt2024469,6.9,280369,2014,"Action,Mystery,Thriller",106
MARIAGE CHEZ LES BODIN'S,2019-04-22,CStar,France,0.87546,3.9,Monday,oui,tt1309463,5.6,65,2008,Comedy,82
AMELIE AU PAYS DES BODIN'S,2019-04-29,CStar,France,0.75439,3.3,Monday,oui,tt1636727,5.1,59,2010,Comedy,80
G.I. JOE : CONSPIRATION,2019-04-11,CStar,Etats-Unis,0.700368,3.1,Thursday,non,tt1583421,5.7,189046,2013,"Action,Adventure,Sci-Fi",110
"X-MEN, L'AFFRONTEMENT FINAL",2019-05-16,CStar,Etats-Unis,0.63833,2.7,Thursday,non,tt0376994,6.6,554400,2006,"Action,Adventure,Sci-Fi",104
LE JOUR OU LA TERRE S'ARRETA,2019-04-25,CStar,Etats-Unis,0.58364,2.6,Thursday,oui,tt0970416,5.5,181264,2008,"Adventure,Drama,Sci-Fi",104
TRANSFORMERS : L'AGE DE L'EXTINCTION,2019-05-23,CStar,Etats-Unis,0.5803,3.0,Thursday,non,tt2109248,5.6,337480,2014,"Action,Adventure,Sci-Fi",165
LES 4 FANTASTIQUES,2019-10-10,CStar,Etats-Unis,0.5803,2.6,Thursday,non,tt0120667,5.7,351387,2005,"Action,Adventure,Fantasy",106
LES 4 FANTASTIQUES ET LE SURFER D'ARGENT,2019-10-17,CStar,Etats-Unis,0.5803,2.5,Thursday,non,tt0486576,5.6,282934,2007,"Action,Adventure,Fantasy",92
FLIGHT,2019-03-28,CStar,Etats-Unis,0.525276,2.7,Thursday,non,tt1907668,7.3,383242,2012,"Drama,Thriller",138
"I, ROBOT",2019-09-19,CStar,Etats-Unis,0.52227,2.5,Thursday,non,tt0343818,7.1,589082,2004,"Action,Mystery,Sci-Fi",115
LE NOUVEAU PROTOCOLE,2019-08-20,NRJ12,France,0.87045,4.5,Tuesday,oui,tt0926763,6.1,1050,2008,"Action,Drama,Mystery",92
OTAGE,2019-01-31,NRJ12,Etats-Unis,0.817096,3.5,Thursday,non,tt0340163,6.5,114334,2005,"Action,Crime,Drama",113
LE COLLECTIONNEUR,2019-01-10,NRJ12,Etats-Unis,0.758732,3.3,Thursday,non,tt0119468,6.6,92806,1997,"Crime,Drama,Mystery",115
ON L'APPELLE TRINITA,2019-07-30,NRJ12,France,0.75439,4.1,Tuesday,oui,tt0067355,7.4,26022,1970,"Comedy,Western",115
LA LEGENDE DE ZORRO,2019-12-10,NRJ12,Etats-Unis,0.69636,3.2,Tuesday,non,tt0386140,6.0,109842,2005,"Action,Adventure,Romance",129
LA CHUTE DE LA MAISON BLANCHE,2019-12-15,NRJ12,Etats-Unis,0.69636,2.9,Sunday,non,tt2302755,6.5,297521,2013,"Action,Thriller",119
LE DERNIER DES TEMPLIERS,2019-01-17,NRJ12,Etats-Unis,0.642004,2.9,Thursday,non,tt0479997,5.4,99690,2011,"Action,Adventure,Fantasy",95
ON CONTINUE A L'APPELER TRINITA,2019-08-06,NRJ12,France,0.63833,3.9,Tuesday,oui,tt0068154,7.2,17963,1971,"Comedy,Western",117
MONSIEUR PAPA,2019-07-11,NRJ12,France,0.63833,3.4,Thursday,oui,tt1692214,5.5,520,2011,Comedy,86
LES TROIS MOUSQUETAIRES,2019-07-09,NRJ12,France,0.63833,3.3,Tuesday,oui,tt1509767,5.7,113274,2011,"Action,Adventure,Fantasy",110
LE GRAND ALIBI,2019-12-26,Chérie 25,France,0.75439,3.5,Thursday,oui,tt0042994,7.0,16801,1950,"Film-Noir,Mystery,Thriller",111
LA MOME,2019-05-27,Chérie 25,France,0.75439,3.5,Monday,non,tt0450188,7.5,91822,2007,"Biography,Drama,Music",140
DOUBLE JEU,2019-05-02,Chérie 25,Etats-Unis,0.75439,3.1,Thursday,non,tt0150377,6.5,98602,1999,"Crime,Drama,Mystery",105
IMOGENE MCCARTHERY,2019-01-21,Chérie 25,France,0.700368,2.7,Monday,non,tt1376421,5.4,376,2010,"Comedy,Crime,Mystery",82
L'ECHANGE,2019-12-12,Chérie 25,Etats-Unis,0.69636,3.4,Thursday,non,tt0824747,7.7,268823,2008,"Biography,Crime,Drama",141
SIXIEME SENS,2019-01-17,Chérie 25,Etats-Unis,0.642004,2.9,Thursday,non,tt0167404,8.2,1082761,1999,"Drama,Mystery,Thriller",107
3 COEURS,2019-04-08,Chérie 25,France,0.58364,2.3,Monday,non,tt2822742,5.9,2669,2014,"Drama,Romance",108
EMBRASSEZ QUI VOUS VOUDREZ,2019-04-01,Chérie 25,France,0.58364,2.3,Monday,non,tt0290916,6.5,2645,2002,"Comedy,Drama,Romance",103
DE ROUILLE ET D'OS,2019-06-03,Chérie 25,France,0.5803,2.7,Monday,non,tt2053425,7.4,71277,2012,"Drama,Romance",120
SWITCH,2019-05-09,Chérie 25,France,0.5803,2.5,Thursday,non,tt1401636,6.3,3533,2011,"Action,Crime,Thriller",104
MAN ON FIRE,2019-12-19,RMC Story,Etats-Unis,0.69636,3.4,Thursday,non,tt0328107,7.7,398908,2004,"Action,Crime,Drama",146
RAIN MAN,2019-02-17,RMC Story,Etats-Unis,0.408548,1.9,Sunday,oui,tt0095953,8.0,557411,1988,Drama,133
DES HOMMES ET DES DIEUX,2019-01-06,RMC Story,France,0.408548,1.7,Sunday,oui,tt1588337,7.2,16358,2010,"Drama,History",122
NEGOCIATEUR,2019-08-18,RMC Story,Etats-Unis,0.40621,2.1,Sunday,oui,tt0120768,7.3,158510,1998,"Action,Crime,Drama",140
DETECTIVE DEE 2 : LA LEGENDE DU DRAGON DES MERS,2019-05-05,RMC Story,autres nationalités,0.40621,1.9,Sunday,non,tt2992146,6.4,5290,2013,"Action,Adventure,Drama",134
MA PART DU GATEAU,2019-12-26,RMC Story,France,0.40621,1.8,Thursday,oui,tt1641624,5.8,2388,2011,"Comedy,Drama",109
PRESUME COUPABLE,2019-12-15,RMC Story,France,0.40621,1.6,Sunday,non,tt1183251,5.8,14035,2009,"Crime,Drama,Mystery",106
LE BAISER MORTEL DU DRAGON,2019-04-21,RMC Story,France,0.350184,1.6,Sunday,oui,tt0271027,6.6,67591,2001,"Action,Crime,Thriller",98
LA TAUPE,2019-01-27,RMC Story,France,0.350184,1.5,Sunday,non,tt1340800,7.0,217124,2011,"Drama,Mystery,Thriller",127
MIAMI VICE,2019-03-03,RMC Story,Etats-Unis,0.350184,1.4,Sunday,non,tt0086759,7.6,31411,1984,"Action,Crime,Drama",48
IMPITOYABLE,2019-02-24,Arte,Etats-Unis,2.33456,9.9,Sunday,oui,tt0105695,8.2,446922,1992,"Drama,Western",130
DANS LA BRUME ELECTRIQUE,2019-10-13,Arte,France,1.97302,8.5,Sunday,non,tt0910905,6.1,20262,2009,"Crime,Drama,Mystery",117
LE BOUCHER,2019-02-18,Arte,France,1.809284,7.2,Monday,oui,tt0064106,7.3,9635,1970,"Drama,Thriller",93
